-BAVFwWaKkc,103.849,1663.640125
-DwTfNcuMjg,12.049,3708.25
-GzKWe9Kls8,56.902,3629.139625
-bGu3BcT3F0,55.198,2221.2905
-eOEBFpcyXw,44.196,2955.90025
-i3qsfSnuCk,27.253,2679.722125
-j6m1rufHeo,29.869,2839.498625
-vIOA7Rhds8,8.792,1644.3675625
-vT-NpZtANQ,8.691,1646.2948125
-zgZP8m9A3E,17.364,907.2965625
03aniyx2okgfyz153ukz3kyh5hks,23.051,1375.164125
04VGJRqeOFQ,88.847,2348.768125
06a3hYjgaKo,9.804,2975.1031875
0AJQqmGGn5c,18.799,1740.9625625
0Is8iscse1k,66.319,3808.026125
0LvX_FgA6Pk,6.328,1187.4453125
0VREXFzVv7A,163.333,4808.875875
0bpumdhi5rqexcistvzekx1w5cez,55.873,4456.4375625
0mt88oi7nmswonaqqouesxtfopv8,22.967,1508.049
0u2BIS6U2xs,11.374,2514.349625
12f90iBAbSY,10.192,2279.1314375
13rs9sa5qtxyxez0ad9fn8vc7p6i,83.565,3127.19675
19tsvg4Yfoo,0.624,3053.86525
1GkVO47sXHA,17.702,2110.740375
1Oy7tzeXeGc,9.247,1920.986875
1PTysti9q0Y,88.492,1420.0385
1T9fWJQuEKc,72.698,4368.6255
1YE21Rm0Gnw,53.662,3634.06225
1YGQFZli_1A,897.379,1910.166375
1ZqwdmR0Vz8,18.023,2232.2735625
1iw5QPQfeU4,8.303,1662.17725
1kUNKmJ8pLE,5.147,2237.265875
1qOsx7rJ68M,37.716,2512.9331875
1sdrdV58VgA,13.011,2131.7260625
1soqF99ck4k,64.361,3927.1445
1yRXD45xT0s,73.929,3653.96175
1zGiW9ehvKk,25.549,3033.3155625
2-2o35tChCM,17.601,2186.3676875
23O89ryasdw,102.516,2224.05375
25r1c04ecjigpip0ttihwl03dsvt,12.15,997.355125
26kCYXMp7Wo,11.964,2187.90025
29emw5IkvyE,12.083,553.3083125
2DU7MCpI11A,8.117,2732.1991875
2FSG87bn_RI,205.841,3908.5685625
2RYF_g12m8c,54.388,2024.547875
2SbxogXOxqE,0,411.2021875
2TMyuC5uvTs,0,678.278125
2bc4MIwFLDk,0,1600.73725
2eDvg_8OZ-8,15.39,560.785125
2hwd0vn5h2nlxrlc64lczropsvos,205.757,4470.2825
2iyxp9UQiSE,43.436,3538.140625
2nmkpnc0ldp9ctz6elehm48b4juw,73.896,2843.7681875
2v0EMhlpARI,15.879,1966.8695
39G3BAQbmqQ,28.215,2196.329125
3AdsEnKt3Pw,19.676,1694.22075
3Bk1u2WBFi4,12.116,1059.851625
3GcKFgcjM48,30.729,1633.2633125
3R-2VHjenIc,168.362,4067.9503125
3SQ5hNHqjmI,18.411,1956.2811875
3UlA1RIiP98,5.096,2261.252125
3e825a7b-7b0d-c9b6-dbd6-ccfa2eae2c4c,83.599,2220.969375
3e9s8qzoz6nokt31hau5kmoqoitg,54.338,3223.249
3lphjqwo03rjv0y24lbni58ysj58,22.883,1326.3935
3ni3xzv3evyw5ungn0eb5whg62vx,37.513,1569.410625
3skuWWohf0M,5.198,1668.0055
3vYDSSqQmss,10.648,1757.4255
3xzHNTOgtwU,25.009,1783.73375
3yr1y7a6v0kfgjmn9rhwiyxyh1y9,44.044,1680.9535
44Qbld2v47M,96.474,2731.897375
475nM-abLkw,43.403,1603.8719375
4HmjmLgB6-s,22.376,4122.7261875
4ekdabgvLA0,68.243,4196.008375
4exyVeyesY4,154.541,1898.8815
4fzx4gYlbYc,48.026,2479.828
4mfy4boea43stvflt8pgdi27leey,100.828,2966.4653125
4pmh6h2h6j5uz01s1txumkm3893h,21.971,1919.5298125
4s42edse3zpytozv4h5atsmibg3a,19.102,1746.4425
4tnXFF75_VA,39.994,2103.774375
4uvl3KzRLVg,46.288,2585.054375
4xlev93o3yx0z76l0nhl7quavmpg,36.231,1436.52575
50RPsJEfyU8,32.4,976.399125
55rignewh6nfc5j2awz22fubypcu,87.497,3199.6865625
5BTVIIoaAzE,10.749,1768.2228125
5BcpYb3rwdA,12.926,2779.49825
5CMso6QidHA,144.349,3766.02125
5CeQTtvPCmo,58.522,3672.49125
5CoYDbJuO1g,29.497,2365.347125
5IxJJT80lLo,95.766,3762.74725
5KOHoPOHJ4E,85.084,3465.6246875
5McQ1VW5KeI,297.034,2344.7278125
5_3xIKbW4Jw,36.416,1708.5939375
5mhghrp0rpy70rqarjx4c6p94hwz,45.141,1708.016375
5owBCUS6iwA,64.834,2888.0979375
622c9c5a-48f4-54d9-e726-d67c7076722c,51.654,1992.7226875
62p19-tOtoM,9.231,1237.4610625
65WJLvbwUhU,31.657,1498.5926875
66jfp6373ttw2s479b929oke3d8v,32.299,1342.3804375
6G6U8VC4a2I,284.934,2351.2990625
6HgmVVvKkAI,67.011,2297.0108125
6Sl4OB90Yzs,76.613,2355.01425
6cZzBiDJhBk,20.993,3006.9376875
6h70zbvbpdxsgi055adp4fc55kp5,18.799,1046.2825
6iG7yW2G3Ro,22.376,1265.1625
6n2kheyar8eugdl4r3jlauf299jp,16.149,1380.049
7-NphbsAuJE,55.755,2690.171125
797EyqVof6w,0.506,1736.76625
7K_z0AZPGoM,23.034,3782.06625
7L2kjei-gac,35.505,2216.484
7LuhEMk1kFQ,104.102,2410.44025
7RJHNdicxFg,11.104,2577.97225
7RpCIXjot3A,1.738,1618.6579375
7W8-RdReKZg,9.821,1538.2988125
7aI0zhDmf4U,27.726,2587.05125
7eXOlhruLOQ,60.531,1438.1046875
7hx8a0Zoq0k,236.638,3832.0355625
7lVG5Eu6Pa4,22.309,1826.690625
7n329z_zo1c,5.451,1388.7623125
7ptjb_5CCI4,86.653,2589.0315
7q53st72TRU,10.969,1725.6555
7wFL_SS3afM,40.652,1248.1985
