-6upiQhBGlk,39.639,2664.025375
-EkNT6tb36A,22.022,746.846625
-GbNxzoPsl0,12.859,654.338375
-Zt_WBxnDcU,32.788,2686.6184375
-f1AwuDnmbU,19.018,686.08
0GUqg3Re7Sk,2.244,572.000375
0KcxwEGLdSo,14.563,1014.2244375
0QgNxwBcOvQ,4.826,832.8998125
0_Fikuwf0x8,0.911,398.129375
0fXVYbb0xOA,0,551.8868125
0iFmE6HtGH0,0.675,496.6349375
0me_PfOiMSQ,1.232,434.816875
0xt6eXBfL5Y,56.936,767.349875
1129441337389466,25.211,1993.685375
145604270163267,45.006,1936.0
15728534341355,4.843,1695.253375
15740021044864,5.231,1654.357375
15758766992556,5.704,1793.557375
15770714231451,7.897,1746.7946875
15794935124746,1.536,1699.4346875
15795039732636,12.521,1765.205375
15807897359747,3.291,1812.2026875
15831360098480,11.475,1823.9146875
15837274894541,2.362,1739.008
15848754736592,6.159,1811.3706875
15860839134050,8.083,1819.0506875
15891892214733,1.147,1818.965375
15904772903918,18.832,1785.4506875
15916024552016,13.112,1776.405375
15929010163726,4.404,1789.568
15940897761619,5.889,2697.728
15958340076069,18.343,2684.437375
15977501917453,11.272,2738.688
15982334452722,5.653,2697.92
15993862314388,6.412,2699.925375
16006488837545,4.894,2685.013375
16024916487647,15.373,2666.56
16032462641874,1.772,2709.6746875
16036766837234,10.446,2680.725375
16042405492614,7.189,2700.6506875
16049101913035,4.472,2701.568
16054463693719,6.109,2694.6346875
16061145122467,3.577,2684.757375
16066412021519,20.857,2695.808
16078508619362,26.831,2700.5226875
16084606692332,19.457,2700.373375
16092087512609,6.379,2695.125375
16097442756504,5.147,2750.5706875
16103355718464,1.283,2705.728
16108791123597,15.323,2696.0
16114808085057,9.501,2700.928
16120918241679,10.294,2700.0746875
16121005277351,10.294,2700.0746875
16126919836057,2.818,2702.6346875
16145017196241,6.294,1317.12
16155184383625,20.115,2700.0746875
16157266995002,7.02,2685.9946875
16163244808724,4.624,2699.968
16175286879610,6.936,2692.16
16181484182311,7.037,2700.0746875
16187384594418,4.371,2697.6
16193570324989,9.855,2700.928
16199531273184,9.501,2704.768
16205602399269,8.505,2700.0746875
16217628368199,9.669,2700.373375
16218217152375,6.531,2700.9706875
16223667967518,7.965,2704.4906875
16229729409523,4.877,2696.6826875
16235813587206,3.949,2700.0746875
16241873641666,5.822,2700.0746875
16248056415190,7.644,2701.0346875
16253924481623,39.167,2700.16
16259971149437,11.154,2699.1146875
16266042113584,8.218,2695.9146875
16272124752240,3.527,2711.168
1HbG4PpodQw,0.186,555.8574375
1VGY44kKk4I,77.625,2636.324
1gsw7rNSje4,39.487,899.0534375
2583688801891985,20.047,2781.525375
259Exp8nj54,1.012,1139.0549375
2680019375358203,31.219,2050.944
284504889216211,0,3579.477375
285846256140677,1.839,1593.301375
2BeA7_-8NZ8,0.709,588.9741875
2BjM4x7nlss,25.751,1769.9643125
3558272064217955,23.271,2255.061375
3CTCXQL_jxM,49.292,2794.295875
3GW_Wh3TuiU,1.333,914.7036875
3VnH1o0Bq9o,97.352,752.5123125
3dlQW89CY8U,0,965.9036875
3ou8roM-fho,0,363.6941875
3r52r3I83Rc,3.341,591.62125
4-QIZIS72YY,1.299,805.686
498957064328058,17.769,2070.1866875
49qqBZssAvY,41.917,1954.145
4Kg9wlzAj_M,20.419,1813.6875
4bQx73TX-QU,60.902,627.263875
4fHSz4Z8tWI,2.295,466.0476875
4jjgKbt6JFw,48.6,843.6970625
4l14fOYZhaU,0,353.7328125
4lqPQRsiyD0,4.101,380.946625
4sCp_v5LqCI,0.54,552.96
511740029772063,47.182,2020.6506875
52V1Vbzv_ww,6.784,1176.9730625
531377084103968,32.282,6138.368
550913745403670,18.681,2078.592
57WGeROjpnA,0.388,589.5081875
593329587983463,0.608,3854.549375
5AFzRC6jEXU,0,58.491125
5Zkc3QtCzpU,0.203,332.625875
5hHVZVMVrK4,46.71,1788.8885625
5jrK7DBYusw,2.734,941.220875
5lQkEX1h9D0,26.426,2755.4191875
5nYWnd5IjlY,84.696,767.1241875
5wMYXHPb8K0,0.473,560.5761875
5xojReQUIaA,2.413,610.19725
600675743784219,11.408,1867.733375
60hUaDmYHZw,3.341,708.626625
64O_kOETIfM,54.287,691.606375
661157280907805,14.192,1919.445375
670417976860799,0,7158.912
675899756696984,41.901,2746.112
675899760030317,41.901,2746.112
